time_elapsed_sec,distance_traveled
22.30130434036255,2.0284,-0.02839999999999998
22.722413301467896,2.02826,-0.028259999999999952
22.731008768081665,2.0282899999999997,-0.028289999999999704
22.921998500823975,2.0273399999999997,-0.027339999999999698
23.1017906665802,2.02664,-0.026639999999999997
23.12187361717224,2.02603,-0.026029999999999998
23.3419771194458,2.02601,-0.026009999999999867
23.541948556900024,2.0252299999999996,-0.02522999999999964
23.742690086364746,2.02446,-0.024459999999999926
23.94449520111084,2.0242199999999997,-0.024219999999999686
23.947468280792236,2.0242,-0.0242
24.101211309432983,2.02404,-0.02403999999999984
24.3624267578125,2.0235399999999997,-0.023539999999999672
24.56264328956604,2.0229299999999997,-0.022929999999999673
24.77162742614746,2.02249,-0.0224899999999999
25.10185146331787,2.02201,-0.022009999999999863
25.181869745254517,2.02169,-0.021689999999999987
25.382147789001465,2.02094,-0.02093999999999996
25.583717823028564,2.02058,-0.02057999999999982
25.783184051513672,2.01999,-0.019989999999999952
